value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
0.427,0.111,3,0.715,0.5,6,1,2,"""3-1""",,,
0.092,0.45,3,0.151,0.364,0,3,-2,"""0-1""",,,
0.12,0.45,6,0.069,1.0,6,3,-1,"""0-1""",,,
0.223,0.417,7,0.815,0.708,9,2,0,"""1-1""",,,
0.1,0.462,2,0.208,0.95,0,3,2,"""0-1""",,,
0.49,0.607,4,0.097,0.667,7,3,-1,"""1-2""",,,
0.44,0.15,6,0.853,0.8,1,3,-2,"""1-3""",,,
0.857,0.188,9,0.139,0.55,4,2,0,"""2-2""",,,
0.597,0.889,3,0.326,0.071,6,1,1,"""2-1""",,,
0.117,0.889,2,0.807,0.389,1,1,1,"""2-1""",,,
0.501,0.722,0,0.214,0.4,9,1,2,"""2-0""",,,
0.44,0.667,7,0.435,0.5,1,3,-1,"""0-1""",,,
0.249,0.75,6,0.097,1.0,7,1,1,"""2-1""",,,
0.32,0.25,3,0.123,0.444,7,1,1,"""1-0""",,,
0.643,0.375,6,0.853,0.438,0,3,-1,"""0-1""",,,
0.359,0.9,4,0.882,0.231,1,3,-1,"""0-1""",,,
0.243,0.571,4,0.295,0.6,5,1,3,"""4-1""",,,
0.501,0.167,7,0.391,0.563,6,1,1,"""2-1""",,,
0.501,0.444,5,0.084,0.7,9,1,2,"""7-0""",,,
0.159,0.85,7,0.275,0.4,3,2,-2,"""0-0""",,,
0.527,0.1,2,0.043,0.75,3,2,0,"""1-1""",,,
0.237,0.15,6,0.064,0.111,6,1,7,"""4-2""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.243,0.05,9,0.1,0.4,7,2,0,"""2-2""",,,
0.34,0.6,6,0.15,0.45,1,3,1,"""1-2""",,,
0.61,0.95,6,0.344,0.188,6,1,2,"""0-0""",,,
0.42,0.95,3,0.752,0.65,9,2,0,"""1-1""",,,
0.035,0.6,6,0.252,0.778,6,3,-2,"""0-2""",,,
0.44,0.889,4,0.435,0.15,1,3,-1,"""0-1""",,,
0.55,0.9,5,0.661,0.85,2,3,-2,"""0-2""",,,
0.066,0.75,2,0.462,0.0625,9,2,0,"""1-1""",,,
0.208,1.0,9,0.252,0.778,6,2,0,"""1-1""",,,
0.184,0.15,6,0.962,0.95,6,1,-1,"""4-2""",,,
0.155,0.85,2,0.566,0.833,4,2,0,"""1-1""",,,
0.123,0.708,4,0.877,0.2,4,2,2,"""1-1""",,,
0.402,0.333,0,0.155,0.1,6,3,-1,"""0-1""",,,
0.482,0.8,3,0.084,0.6,1,2,0,"""1-1""",,,
0.278,0.45,6,0.044,0.95,3,1,3,"""0-0""",,,
0.465,0.833,2,0.519,0.071,6,2,2,"""3-1""",,,
0.66,0.95,3,0.042,0.464,7,1,1,"""2-1""",,,
0.211,0.65,4,0.731,0.1,9,3,-4,"""0-2""",,,
0.508,0.4,6,0.069,0.1,1,3,-1,"""0-1""",,,
0.065,0.9,2,0.213,0.3,5,2,0,"""1-1""",,,
0.455,0.45,7,0.069,1.0,6,3,-1,"""0-1""",,,
0.123,0.65,0,0.123,0.8,2,1,1,"""1-0""",,,
0.1,0.15,4,0.295,0.65,6,2,0,"""3-1""",,,
1.0,0.1,9,0.066,0.55,3,1,4,"""4-0""",,,
0.34,0.15,9,0.059,0.5,7,1,3,"""5-0""",,,
0.955,0.3,3,0.462,0.05,9,1,2,"""2-0""",,,
0.66,0.8,3,0.409,0.833,9,1,1,"""1-0""",,,
0.066,0.25,4,0.281,0.6,1,2,0,"""1-1""",,,
0.466,0.6,1,0.044,0.25,3,1,-2,"""2-1""",,,
0.961,0.111,9,0.059,0.667,7,1,5,"""3-2""",,,
0.789,0.313,6,0.206,0.65,3,1,2,"""3-1""",,,
0.466,0.556,6,0.573,0.107,1,3,-1,"""2-3""",,,
0.525,0.125,4,0.22,0.833,5,1,3,"""3-0""",,,
0.265,0.667,6,0.849,0.679,6,3,1,"""2-3""",,,
0.44,0.333,6,1.0,0.85,4,3,-1,"""1-2""",,,
0.466,0.85,3,0.275,0.4,1,1,1,"""2-0""",,,
0.518,0.222,7,0.563,0.5,7,1,1,"""1-0""",,,
0.084,0.85,7,0.286,0.45,5,3,-2,"""1-3""",,,
1.0,0.15,6,0.295,0.2,6,2,0,"""0-0""",,,
0.343,0.35,2,1.0,0.7,9,2,-1,"""1-1""",,,
0.278,0.778,6,0.562,0.9,3,1,-2,"""1-3""",,,
0.109,1.0,3,1.0,0.0625,1,3,-1,"""0-1""",,,
0.226,0.462,2,0.882,0.8,9,3,-1,"""0-1""",,,
0.083,0.4,0,0.064,0.3,7,2,0,"""2-2""",,,
0.156,0.5,7,0.343,0.95,3,3,-2,"""2-1""",,,
0.962,0.222,6,0.051,1.0,6,1,1,"""1-0""",,,
0.226,0.889,6,0.786,0.65,6,1,1,"""2-1""",,,
0.266,0.75,0,0.786,0.0625,9,1,0,"""1-1""",,,
0.173,1.0,0,0.962,0.75,2,2,0,"""1-1""",,,
0.612,0.333,3,0.123,0.25,9,1,-1,"""1-0""",,,
0.06,0.944,0,0.042,0.875,6,3,-2,"""1-3""",,,
0.49,0.85,3,0.114,0.417,7,1,1,"""2-1""",,,
0.374,0.15,0,0.111,0.083,6,2,0,"""2-2""",,,
0.052,0.667,6,0.266,1.0,6,2,0,"""0-0""",,,
0.381,0.45,7,0.084,0.95,0,1,2,"""2-0""",,,
0.444,0.278,4,0.043,0.083,5,2,0,"""1-1""",,,
0.499,0.063,3,0.059,0.4,6,1,1,"""4-2""",,,
0.455,0.5,2,0.348,1.0,9,3,-1,"""0-1""",,,
0.265,0.4,1,0.409,0.6,9,3,-2,"""1-3""",,,
0.237,0.45,4,0.084,0.95,6,1,2,"""3-0""",,,
0.34,0.636,5,0.815,0.455,3,3,-2,"""1-3""",,,
0.138,0.462,4,0.786,0.313,0,1,1,"""2-3""",,,
0.961,0.05,9,0.1,0.45,7,2,0,"""2-2""",,,
0.036,0.9,4,0.661,0.278,3,2,0,"""1-1""",,,
0.301,0.889,3,0.248,0.5,9,1,-2,"""0-1""",,,
0.466,0.077,2,0.541,0.409,6,1,1,"""2-1""",,,
0.055,0.15,2,0.385,0.7,6,1,7,"""4-2""",,,
0.345,0.9,4,0.435,0.4,4,2,0,"""1-1""",,,
0.173,0.15,4,0.278,0.833,0,2,7,"""3-3",,,
0.55,0.15,4,0.343,1.0,3,3,-1,"""1-2""",,,
0.343,0.6,6,0.402,0.563,6,1,1,"""2-1""",,,
0.237,0.15,7,0.208,0.35,3,3,-1,"""1-2""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-2""",,,
0.12,0.889,2,0.882,0.0625,3,3,-1,"""0-1""",,,
0.321,0.15,4,0.097,0.95,7,1,3,"""3-1""",,,
0.102,0.8,7,0.498,0.45,7,2,0,"""1-2""",,,
0.381,0.8,3,0.093,0.278,6,2,0,"""0-0""",,,
0.038,0.667,6,0.882,0.55,1,3,-1,"""0-1""",,,
0.266,0.65,2,0.661,0.1,9,3,-2,"""0-2""",,,
0.418,0.167,7,0.962,0.95,0,1,1,"""2-1""",,,
0.482,0.25,7,0.989,0.95,6,3,-1,"""2-3""",,,
0.382,0.773,3,0.466,0.3,4,2,0,"""0-0""",,,
0.301,0.333,7,0.544,0.8,1,3,1,"""4-1""",,,
0.156,0.179,7,0.122,0.636,6,1,1,"""2-1""",,,
1.0,0.833,4,0.398,0.5,3,1,2,"""3-1""",,,
0.265,0.625,0,1.0,0.111,9,3,-2,"""1-1""",,,
0.612,0.15,5,0.815,0.455,4,3,-2,"""1-3""",,,
0.508,0.889,7,0.544,0.389,6,3,-1,"""1-2""",,,
0.235,0.15,6,0.044,0.95,3,1,2,"""4-2""",,,
0.32,0.063,3,0.546,0.3,7,1,1,"""2-1""",,,
0.487,0.75,0,1.0,0.05,9,1,1,"""1-0""",,,
0.612,0.15,4,0.336,0.1,0,3,-1,"""0-1""",,,
0.359,0.429,1,0.612,0.85,4,3,-2,"""1-2""",,,
0.32,0.9,1,0.219,0.429,3,1,1,"""2-1""",,,
0.501,0.45,7,0.125,0.85,6,1,2,"""2-0""",,,
0.49,0.45,7,0.219,0.4,4,1,1,"""2-1""",,,
0.366,0.85,4,0.097,0.45,7,3,-1,"""1-2""",,,
0.11,0.333,3,0.114,0.111,6,1,0,"""1-1""",,,
0.229,0.611,1,0.661,0.8,2,3,-2,"""0-2""",,,
0.345,0.611,3,0.271,0.65,9,1,1,"""1-0""",,,
0.156,0.222,7,0.203,0.444,4,1,1,"""2-1""",,,
0.273,0.607,0,1.0,0.357,6,3,-1,"""1-2""",,,
0.545,0.75,0,0.409,0.2,2,3,-2,"""0-2""",,,
0.266,0.6,5,0.343,0.778,2,3,-2,"""0-2""",,,
0.197,0.333,2,0.104,0.944,0,1,2,"""2-0""",,,
1.0,0.05,9,0.268,0.55,3,2,3,"""4-0""",,,
0.068,0.417,0,1.0,0.042,6,3,-3,"""1-4""",,,
1.0,0.05,9,0.048,0.85,7,1,3,"""5-0""",,,
0.431,0.909,2,0.111,0.3,9,2,0,"""2-2""",,,
0.266,0.188,7,0.114,0.3,6,1,1,"""4-2""",,,
0.374,0.9,6,0.042,0.4,1,2,0,"""0-0""",,,
0.108,0.45,7,0.165,0.111,6,1,1,"""3-1""",,,
0.052,0.071,6,0.474,0.222,4,2,0,"""0-0""",,,
0.292,0.9,0,0.205,0.286,9,2,0,"""2-2""",,,
0.336,0.063,7,0.111,0.778,7,2,0,"""2-2""",,,
0.073,0.3,3,0.563,0.636,4,1,1,"""3-2""",,,
0.08,0.833,5,0.15,0.833,3,3,-2,"""1-3""",,,
0.409,0.95,3,0.278,0.875,4,1,1,"""4-1""",,,
0.5,0.4,4,1.0,0.1,9,2,0,"""1-1""",,,
0.32,0.9,3,0.203,0.071,7,3,-1,"""2-1""",,,
0.366,0.45,6,0.97,0.95,6,3,-1,"""0-1""",,,
0.34,0.25,4,0.11,0.3,7,1,1,"""3-2""",,,
0.743,0.636,5,0.344,0.679,3,3,-2,"""1-3""",,,
0.11,0.45,6,1.0,0.5,6,3,2,"""1-1""",,,
0.08,0.389,3,0.093,0.278,0,2,0,"""0-0""",,,
0.412,0.25,4,0.498,0.1,7,1,0,"""2-2""",,,
0.321,0.75,2,0.1,0.188,9,1,1,"""3-1""",,,
0.092,0.05,7,0.962,0.071,6,1,1,"""2-2""",,,
0.32,0.75,4,0.219,0.464,7,1,1,"""2-1""",,,
0.348,0.4,2,1.0,0.4,9,3,-2,"""2-2""",,,
0.06,0.4,1,0.286,0.444,4,1,1,"""2-1""",,,
0.185,0.778,0,0.522,0.313,7,3,-2,"""0-3""",,,
0.155,0.667,3,0.093,0.75,0,2,0,"""0-0""",,,
0.035,0.9,7,0.163,0.8,1,1,-2,"""1-0""",,,
0.066,0.708,4,0.108,0.75,5,2,0,"""1-1""",,,
0.427,0.125,4,0.22,0.688,5,1,3,"""3-0""",,,
0.609,0.438,3,0.219,1.0,1,1,3,"""3-0""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""2-6""",,,
0.32,0.167,7,0.219,0.563,6,1,1,"""2-1""",,,
0.162,0.3,5,0.462,0.15,6,1,1,"""3-1""",,,
0.789,0.9,7,0.295,0.2,3,2,0,"""2-2""",,,
0.478,0.708,3,0.462,0.2,4,2,0,"""0-0""",,,
0.278,0.15,6,0.272,0.95,3,1,3,"""3-0""",,,
0.142,0.25,3,0.766,0.6,4,1,0,"""0-0""",,,
0.359,0.15,4,0.642,0.455,3,3,0,"""2-2""",,,
0.035,0.909,3,0.6,0.3,7,2,0,"""1-1""",,,
0.117,0.778,7,0.213,0.15,4,2,0,"""0-0""",,,
0.462,0.167,5,0.612,0.45,9,1,1,"""1-1""",,,
0.291,0.95,4,0.139,0.278,2,2,-2,"""1-1""",,,
0.185,0.611,2,0.22,0.15,4,2,0,"""0-2""",,,
0.44,0.889,6,0.882,0.5,6,3,-1,"""0-1""",,,
0.278,0.6,6,0.54,0.107,5,3,-1,"""1-2""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.098,0.563,7,0.17,0.944,0,1,-1,"""1-1""",,,
0.042,0.417,6,0.609,0.167,6,3,-3,"""0-3""",,,
1.0,0.1,9,0.132,0.5,3,1,4,"""5-1""",,,
0.138,0.056,4,0.295,0.679,1,2,3,"""1-1""",,,
0.1,0.313,2,0.612,0.909,6,1,2,"""2-0""",,,
0.273,0.8,0,0.882,0.1,1,3,-2,"""0-1""",,,
0.111,0.778,3,0.202,0.2,4,2,0,"""0-0""",,,
0.49,0.444,7,0.203,0.444,6,1,1,"""2-1""",,,
0.203,0.5,2,0.642,0.125,3,2,0,"""0-0""",,,
0.5,0.5,1,0.642,0.2,3,2,0,"""2-2""",,,
0.545,0.111,9,0.059,0.667,7,1,5,"""5-0""",,,
0.343,0.15,2,0.11,0.667,7,1,1,"""1-0""",,,
0.114,0.909,3,0.272,0.3,0,2,0,"""1-1""",,,
1.0,0.05,9,0.962,0.95,7,1,0,"""3-1""",,,
0.455,0.462,2,0.387,0.111,9,3,-1,"""0-1""",,,
0.343,0.9,7,0.272,0.55,4,1,0,"""0-0""",,,
0.099,0.611,2,0.642,0.3,7,2,0,"""0-0""",,,
0.208,0.667,6,0.519,1.0,6,1,1,"""2-1""",,,
0.156,0.2,3,0.391,0.444,7,1,1,"""2-1""",,,
0.184,0.55,4,0.15,0.6,1,1,3,"""3-0""",,,
0.133,0.4,3,0.093,0.5,9,1,2,"""2-0""",,,
0.258,0.611,3,0.249,0.111,4,1,2,"""2-0""",,,
0.382,1.0,5,0.284,0.15,4,2,0,"""1-1""",,,
0.111,0.9,0,0.366,0.7,3,2,0,"""2-2""",,,
0.265,0.615,4,0.203,0.444,7,1,1,"""2-1""",,,
0.466,0.563,6,0.093,0.292,1,3,-1,"""0-1""",,,
0.508,0.15,6,0.786,0.107,7,3,-1,"""1-2""",,,
0.292,0.278,1,0.505,0.292,3,3,-2,"""3-1""",,,
0.155,0.6,7,0.562,0.4,3,3,-2,"""0-2""",,,
0.159,0.611,4,0.042,0.15,7,1,1,"""1-0""",,,
0.459,0.75,2,0.609,0.1,0,3,-3,"""3-2""",,,
0.133,0.45,2,0.093,0.25,9,1,2,"""2-0""",,,
0.525,0.6,4,0.22,0.55,3,1,3,"""3-0""",,,
0.466,0.85,2,0.786,0.107,9,3,-1,"""1-2""",,,
0.278,0.9,2,0.522,0.6,1,3,-2,"""0-1""",,,
0.455,0.889,3,1.0,0.8,1,3,-1,"""0-1""",,,
0.356,0.9,2,0.766,0.5,4,1,2,"""1-1""",,,
0.226,0.136,1,0.042,0.45,9,2,0,"""1-1""",,,
0.508,0.909,0,0.064,0.389,6,2,0,"""1-1""",,,
0.098,0.35,5,0.522,0.8,4,3,-2,"""1-3""",,,
0.612,0.35,5,0.344,0.455,4,3,-2,"""1-3""",,,
0.114,0.9,6,0.642,0.7,7,2,0,"""1-1""",,,
0.159,0.182,3,0.366,0.7,1,1,2,"""0-0""",,,
0.123,0.607,4,1.0,0.6,7,3,-1,"""1-2""",,,
0.208,1.0,6,0.54,0.5,1,3,-1,"""0-1""",,,
1.0,0.1,9,0.132,0.5,3,1,4,"""5-1""",,,
0.321,0.278,4,0.315,0.5,7,1,1,"""1-1""",,,
0.06,0.85,3,1.0,0.1,9,1,2,"""3-1""",,,
0.678,0.438,4,0.282,0.875,5,1,3,"""3-0""",,,
0.162,0.85,3,0.223,0.75,9,3,-1,"""0-1""",,,
1.0,0.1,9,0.612,0.15,3,1,4,"""5-1""",,,
0.66,0.75,5,0.462,0.85,4,1,2,"""3-1""",,,
0.34,0.6,1,0.223,0.2,3,1,2,"""2-0""",,,
0.304,0.1,7,0.406,0.5,3,1,1,"""2-1""",,,
0.346,1.0,4,0.084,0.15,0,3,-2,"""0-2""",,,
0.292,0.893,2,0.815,0.056,3,2,0,"""1-1""",,,
0.961,0.05,9,0.084,0.45,7,1,3,"""6-1""",,,
0.336,0.95,4,0.731,0.45,7,3,-1,"""0-2""",,,
0.204,0.444,5,0.295,0.6,0,1,3,"""3-0""",,,
0.055,0.667,2,0.139,0.4,1,2,0,"""1-1""",,,
0.409,0.4,3,0.042,0.3,2,1,0,"""1-0""",,,
0.348,0.15,4,0.125,0.4,6,1,2,"""1-1""",,,
0.111,0.8,3,0.522,0.15,7,2,1,"""2-2""",,,
0.32,0.136,6,0.462,0.556,4,1,1,"""2-1""",,,
0.203,0.8,2,0.882,0.107,9,3,-1,"""2-2""",,,
0.035,0.05,4,0.348,0.1,3,3,-1,"""1-2""",,,
0.5,0.8,4,0.661,0.1,4,1,0,"""1-1""",,,
0.068,0.625,0,1.0,0.042,9,3,-3,"""1-1""",,,
0.55,0.625,2,0.54,0.125,2,3,-2,"""0-2""",,,
0.162,0.15,7,0.563,0.071,6,1,2,"""4-2""",,,
0.273,0.45,0,0.882,0.1,9,3,-1,"""0-1""",,,
0.301,0.722,5,0.225,0.5,3,1,2,"""3-1""",,,
0.54,0.8,1,0.326,0.5,6,1,1,"""2-1""",,,
0.325,0.45,3,0.766,0.722,3,2,0,"""1-1""",,,
0.292,0.3,0,0.249,0.125,7,2,0,"""1-1""",,,
0.173,0.85,0,0.15,0.708,9,3,-2,"""1-1""",,,
0.382,0.333,3,0.093,0.111,7,2,0,"""0-0""",,,
1.0,0.278,9,0.132,0.5,3,1,4,"""5-1""",,,
0.402,0.444,2,0.072,0.833,4,2,0,"""0-0""",,,
0.612,0.35,5,0.344,0.2,4,3,-2,"""1-3""",,,
0.466,0.65,3,0.409,0.778,3,2,-2,"""0-2""",,,
0.459,0.85,3,0.661,0.167,1,3,-2,"""0-2""",,,
0.266,0.65,2,1.0,0.1,9,1,-4,"""2-6""",,,
1.0,0.278,9,0.132,0.5,3,1,4,"""5-1""",,,
0.34,0.722,5,0.388,0.4,3,1,2,"""2-0""",,,
0.444,0.944,2,0.431,0.107,4,3,-1,"""0-1""",,,
0.508,0.625,0,1.0,0.65,7,3,-2,"""1-2""",,,
0.321,0.438,4,0.295,0.688,5,1,3,"""3-0""",,,
0.409,0.85,3,0.218,0.2,4,2,0,"""1-1""",,,
0.197,0.333,3,0.104,0.944,0,1,2,"""2-0""",,,
0.155,0.429,7,0.155,0.95,7,3,-2,"""2-3""",,,
0.159,0.85,3,0.042,0.5,1,1,-1,"""2-0""",,,
0.5,0.15,5,0.043,1.0,3,1,0,"""1-1""",,,
0.857,0.909,4,0.642,0.7,7,2,0,"""2-2""",,,
0.226,0.708,1,0.462,0.3,9,2,0,"""2-2""",,,
0.046,0.667,4,0.108,0.667,5,2,3,"""3-0""",,,
0.44,1.0,0,1.0,0.25,9,3,-1,"""0-1""",,,
0.12,0.889,3,0.094,0.438,0,3,-1,"""0-1""",,,
0.185,0.85,3,1.0,0.5,2,3,-2,"""1-2""",,,
0.036,0.611,2,0.541,0.45,7,2,0,"""1-1""",,,
0.278,0.6,6,0.097,0.083,7,3,-1,"""1-2""",,,
0.068,1.0,2,0.877,0.679,9,2,0,"""1-1""",,,
0.5,0.7,4,0.788,0.1,4,2,-2,"""2-2""",,,
0.06,0.15,7,0.044,0.5,3,1,2,"""2-0""",,,
1.0,0.1,9,0.132,0.55,3,2,4,"""5-1""",,,
1.0,0.15,9,0.268,0.4,3,1,4,"""5-1""",,,
0.363,0.591,5,0.12,0.95,9,1,2,"""2-0""",,,
0.363,0.833,0,0.214,0.7,6,1,2,"""2-0""",,,
0.962,0.25,6,0.409,0.6,4,2,0,"""0-0""",,,
0.459,0.611,7,0.282,0.1,7,3,-2,"""1-2""",,,
0.359,0.45,6,0.202,0.9,3,1,-1,"""2-3""",,,
0.487,0.45,4,0.211,0.75,7,1,1,"""3-2""",,,
0.49,0.615,4,0.172,0.636,7,1,1,"""3-2""",,,
0.61,0.15,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.237,0.4,3,0.15,0.4,6,1,2,"""3-2""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.555,0.25,2,0.12,0.95,1,1,2,"""2-0""",,,
0.08,0.3,6,0.051,0.9,7,1,3,"""3-0""",,,
0.292,0.15,2,0.28,0.6,3,2,0,"""1-1""",,,
0.237,0.444,4,0.084,0.4,5,1,1,"""3-2""",,,
0.237,0.179,3,0.219,0.6,0,1,3,"""3-0""",,,
0.142,0.333,3,0.155,0.5,6,1,1,"""0-1""",,,
0.235,0.1,7,0.206,0.75,7,1,0,"""1-0""",,,
0.111,0.9,0,0.703,0.7,4,2,0,"""1-1""",,,
0.772,0.25,4,0.807,0.231,1,1,-1,"""3-0""",,,
0.272,0.333,7,0.069,0.2,7,2,1,"""1-0""",,,
0.341,0.3,4,0.877,0.3,3,1,1,"""1-0""",,,
0.612,0.85,2,0.269,0.455,3,3,-2,"""0-2""",,,
0.61,0.417,9,0.786,0.313,6,3,-3,"""0-3""",,,
0.44,0.417,2,0.431,0.292,6,3,-4,"""2-6""",,,
0.374,0.5,4,0.235,0.4,1,3,0,"""0-2""",,,
0.61,0.417,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.462,0.4,3,0.214,0.909,6,1,2,"""2-0""",,,
0.661,0.889,7,1.0,0.45,7,3,-1,"""1-2""",,,
0.857,0.393,1,0.633,0.071,6,1,1,"""1-0""",,,
0.237,0.25,4,0.15,0.95,7,1,1,"""1-0""",,,
0.678,0.389,2,0.344,0.2,4,1,3,"""7-0""",,,
0.073,0.9,1,0.409,0.2,2,3,-2,"""0-2""",,,
0.155,1.0,0,1.0,0.65,9,3,0,"""1-1""",,,
0.218,0.889,4,0.398,0.688,1,1,3,"""3-0""",,,
0.961,0.05,9,0.1,0.45,7,1,1,"""6-1""",,,
0.068,0.375,0,1.0,0.042,2,3,-3,"""1-4""",,,
0.34,0.278,4,0.133,0.636,7,3,3,"""1-2""",,,
0.381,0.7,3,0.092,0.444,4,1,1,"""2-1""",,,
0.218,0.111,4,0.084,0.667,5,1,3,"""3-0""",,,
0.545,0.85,7,0.12,0.45,4,1,-2,"""4-1""",,,
0.346,0.688,4,0.435,0.85,4,2,0,"""0-0""",,,
0.052,0.667,3,0.202,1.0,1,2,0,"""0-0""",,,
0.054,0.15,1,0.612,0.95,6,1,2,"""3-1""",,,
0.1,0.5,2,0.033,0.5,3,2,2,"""1-1""",,,
0.06,0.25,7,0.12,0.042,4,1,2,"""3-1""",,,
0.867,0.6,1,0.249,0.65,0,3,2,"""2-0""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.346,0.15,6,0.094,1.0,1,3,-1,"""1-2""",,,
0.272,0.313,2,0.252,0.111,1,1,2,"""4-2""",,,
0.108,0.95,7,0.203,0.444,7,1,1,"""2-1""",,,
0.348,0.3,7,0.752,0.45,7,2,0,"""0-0""",,,
0.229,0.9,0,1.0,0.75,9,2,0,"""1-1""",,,
0.123,0.607,3,0.989,0.5,7,3,-1,"""0-1""",,,
0.1,0.15,1,0.295,0.15,1,2,2,"""0-0""",,,
0.218,0.333,3,0.519,0.7,5,1,2,"""4-1""",,,
0.042,0.417,0,1.0,0.1,6,3,-3,"""0-3""",,,
0.58,0.5,7,0.882,0.5,3,3,-1,"""4-1""",,,
0.278,0.438,3,0.097,1.0,1,1,3,"""3-0""",,,
0.431,0.05,6,0.213,0.188,7,2,0,"""1-1""",,,
0.155,0.6,4,0.08,0.4,1,2,3,"""3-0""",,,
0.66,0.615,4,0.6,0.3,7,1,1,"""1-0""",,,
1.0,0.25,4,0.132,0.1,3,1,4,"""7-0""",,,
0.455,0.056,2,0.126,0.286,2,1,3,"""2-2""",,,
0.518,0.35,4,0.207,0.889,7,2,0,"""1-1""",,,
0.61,0.625,2,0.28,0.95,0,1,0,"""2-0""",,,
0.499,0.188,3,0.131,0.5,4,1,2,"""2-0""",,,
0.61,0.6,4,0.19,0.667,7,1,1,"""3-2""",,,
0.036,0.909,7,0.642,0.7,4,2,0,"""1-1""",,,
0.138,0.429,6,0.522,0.1,7,3,-1,"""1-2""",,,
0.626,0.45,4,1.0,0.1,9,1,2,"""3-1""",,,
0.173,0.722,2,0.151,0.9,1,1,2,"""2-0""",,,
0.1,0.5,7,0.387,0.167,0,2,0,"""1-1""",,,
0.54,0.95,3,0.295,0.556,6,1,-1,"""0-1""",,,
0.462,0.563,3,0.175,0.944,0,1,2,"""2-0""",,,
0.06,0.3,3,0.075,0.15,4,1,1,"""2-0""",,,
0.983,0.111,9,0.059,0.667,7,1,5,"""5-0""",,,
0.5,0.3,0,0.266,0.6,7,2,0,"""1-1""",,,
0.44,0.5,0,1.0,0.389,4,3,-1,"""1-2""",,,
0.772,1.0,2,1.0,0.1,9,3,-4,"""0-1""",,,
0.035,0.611,7,0.295,0.1,1,1,-1,"""2-2""",,,
0.678,0.4,9,0.236,0.875,7,1,1,"""5-0""",,,
0.266,0.65,2,0.033,0.1,9,1,3,"""0-2""",,,
0.508,0.05,7,0.418,0.95,7,3,-2,"""2-2""",,,
0.142,0.25,4,0.097,0.107,7,1,1,"""1-0""",,,
0.49,0.85,1,0.252,0.65,4,2,0,"""1-1""",,,
0.208,0.85,4,0.487,0.4,4,3,-1,"""1-2""",,,
1.0,0.55,1,0.282,1.0,6,1,1,"""3-2""",,,
0.857,0.667,7,0.236,0.95,4,3,-1,"""0-1""",,,
0.092,0.4,6,0.488,0.8,9,3,-1,"""0-2""",,,
0.55,0.6,0,0.272,0.55,3,2,-2,"""0-2""",,,
0.229,0.85,3,0.155,0.6,9,2,0,"""0-0""",,,
0.06,0.9,5,0.286,0.15,2,2,0,"""1-1""",,,
0.635,0.611,5,0.286,0.75,4,1,1,"""1-0""",,,
0.473,0.5,2,0.064,0.65,6,2,0,"""0-0""",,,
0.084,0.944,6,0.343,0.5,1,3,-1,"""1-2""",,,
0.356,0.9,2,0.205,0.6,5,2,0,"""2-2""",,,
0.114,0.15,4,0.558,0.95,3,3,-1,"""1-4""",,,
0.111,0.375,2,0.151,0.1,1,3,1,"""0-1""",,,
0.508,0.45,3,0.908,1.0,0,3,-1,"""0-1""",,,
0.1,0.833,0,0.125,0.909,6,1,2,"""2-0""",,,
0.54,0.75,3,0.072,0.722,9,3,-2,"""1-0""",,,
0.508,0.893,3,0.498,0.111,7,2,0,"""0-0""",,,
0.226,0.313,5,0.132,0.95,0,1,3,"""7-0""",,,
0.203,0.9,3,0.093,0.3,7,2,0,"""1-1""",,,
0.34,0.4,2,0.051,0.4,6,3,-1,"""1-1""",,,
0.34,0.05,9,0.165,0.45,7,1,3,"""6-1""",,,
0.345,0.625,2,1.0,0.1,9,1,2,"""3-1""",,,
0.366,0.889,6,0.612,0.4,6,1,2,"""2-1""",,,
0.5,0.15,5,0.033,0.5,6,1,2,"""0-1""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.356,0.95,3,0.218,0.15,5,2,0,"""1-1""",,,
0.381,0.15,7,0.104,0.5,6,1,2,"""2-0""",,,
0.133,0.722,0,0.208,0.65,3,1,2,"""3-1""",,,
0.482,0.75,4,0.336,0.6,0,1,3,"""3-0""",,,
0.235,0.45,1,0.051,0.083,6,2,0,"""1-1""",,,
0.359,0.45,3,0.279,0.667,7,3,-1,"""1-2""",,,
0.42,0.75,2,1.0,0.15,2,2,0,"""1-1""",,,
0.381,0.179,7,0.104,0.222,7,1,0,"""2-2""",,,
0.042,0.417,0,0.609,0.167,6,3,-3,"""0-3""",,,
0.159,0.909,3,0.093,0.286,3,1,0,"""2-1""",,,
0.578,0.611,3,0.108,0.083,7,3,-2,"""0-2""",,,
0.58,0.4,5,0.275,0.85,4,1,3,"""4-1""",,,
0.173,0.636,1,0.475,0.778,2,2,0,"""1-1""",,,
0.159,0.35,1,0.213,0.8,2,3,-2,"""0-2""",,,
