value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
0.273,0.611,4,0.275,0.4,1,3,-1,"""0-2""",,,
0.243,0.5,5,0.558,0.2,2,3,-2,"""0-2""",,,
0.427,0.25,4,0.19,0.429,0,1,2,"""2-0""",,,
0.83,0.444,0,1.0,1.0,0,2,0,"""1-1""",,,
0.265,0.833,3,0.731,0.2,3,3,-2,"""3-1""",,,
0.067,0.833,0,1.0,0.0625,9,3,-4,"""1-4""",,,
0.12,0.45,4,0.158,0.95,0,3,-1,"""0-1""",,,
0.203,0.75,1,0.877,0.889,3,1,1,"""2-1""",,,
0.111,0.75,3,0.223,0.1,4,1,1,"""2-1""",,,
0.635,0.5,3,0.853,0.125,3,3,-2,"""1-3""",,,
0.485,0.4,3,0.179,0.05,9,2,1,"""1-0""",,,
0.123,0.8,4,1.0,0.611,9,3,1,"""3-2""",,,
0.218,0.65,4,0.549,0.688,5,3,-2,"""3-3",,,
0.099,0.417,4,1.0,0.667,9,2,0,"""2-2""",,,
0.359,0.214,6,0.544,0.6,1,2,0,"""1-1""",,,
0.678,0.667,4,0.703,0.4,3,1,2,"""3-1""",,,
0.459,0.556,4,0.084,1.0,6,3,-1,"""0-1""",,,
0.068,0.25,4,0.272,0.45,5,1,0,"""1-1""",,,
0.643,1.0,2,0.409,0.6,9,3,0,"""0-1""",,,
1.0,0.611,9,0.229,0.7,3,3,-2,"""4-0""",,,
0.223,0.8,3,0.435,0.1,9,2,0,"""0-1""",,,
0.17,0.611,0,0.475,0.409,9,2,0,"""1-1""",,,
0.857,0.55,3,0.108,0.6,4,2,0,"""1-1""",,,
0.321,0.667,6,0.084,0.6,1,3,-1,"""0-1""",,,
0.551,0.75,2,0.219,0.1,2,1,1,"""1-0""",,,
0.223,0.6,2,0.505,0.778,1,2,-2,"""2-0""",,,
0.485,0.071,2,0.08,0.679,1,2,0,"""1-1""",,,
0.109,0.65,4,0.522,0.1,9,3,-4,"""0-1""",,,
0.359,0.25,7,0.387,0.3,7,3,-1,"""2-1""",,,
0.11,0.2,3,0.206,0.107,3,3,-1,"""3-2""",,,
0.098,0.667,3,0.229,0.389,1,3,-1,"""0-1""",,,
1.0,0.75,2,0.064,0.75,3,2,0,"""1-1""",,,
0.184,0.625,0,1.0,0.0625,6,3,-3,"""0-3""",,,
0.343,0.6,4,0.122,1.0,1,2,0,"""1-1""",,,
0.278,0.056,4,0.084,0.688,5,1,3,"""3-0""",,,
1.0,0.25,9,0.132,0.55,3,1,4,"""5-1""",,,
0.265,0.889,6,0.165,0.556,6,1,1,"""2-1""",,,
0.54,0.2,4,0.159,0.5,1,1,1,"""3-2""",,,
0.772,0.444,4,0.268,0.1,9,2,0,"""0-1""",,,
0.49,0.6,4,0.048,0.833,6,1,3,"""3-0""",,,
0.459,0.6,4,0.921,0.167,5,3,-1,"""3-0""",,,
0.55,0.85,4,0.269,0.708,3,3,-3,"""1-4""",,,
0.184,0.125,0,0.882,0.167,6,3,-3,"""0-3""",,,
0.218,0.6,6,0.044,0.833,5,1,3,"""3-0""",,,
0.412,0.25,4,0.77,0.45,9,2,0,"""2-2""",,,
0.485,0.444,3,0.921,1.0,6,2,0,"""1-1""",,,
0.465,1.0,3,1.0,1.0,1,2,0,"""2-2""",,,
0.525,0.179,0,0.11,0.455,1,1,1,"""1-0""",,,
0.501,0.6,2,0.051,0.4,3,3,1,"""3-0""",,,
0.518,0.7,4,0.563,0.4,2,1,1,"""1-0""",,,
0.155,0.778,4,0.343,0.15,9,2,0,"""0-0""",,,
1.0,0.3,3,0.165,0.9,1,2,0,"""1-1""",,,
0.44,0.688,3,0.54,0.1,9,3,-1,"""1-2""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.068,0.625,0,1.0,0.111,9,3,-4,"""1-4""",,,
0.208,0.25,4,0.111,0.167,9,2,0,"""1-1""",,,
0.156,1.0,2,0.418,0.107,3,3,-2,"""3-3",,,
0.5,0.95,1,0.498,0.8,4,2,1,"""1-0""",,,
0.184,0.625,9,0.522,0.4,3,3,-2,"""1-2""",,,
0.109,0.375,3,0.229,0.042,1,3,1,"""2-3""",,,
0.223,0.722,4,0.084,0.125,1,2,0,"""1-1""",,,
0.518,0.9,1,0.203,0.45,4,1,1,"""1-0""",,,
1.0,0.35,5,0.042,0.15,3,1,2,"""4-1""",,,
0.123,0.625,0,1.0,0.111,9,3,-4,"""0-4""",,,
0.466,0.15,6,0.348,0.4,6,3,2,"""0-1""",,,
0.155,0.3,1,0.108,0.2,9,2,0,"""1-1""",,,
0.185,0.591,2,0.093,0.55,3,1,2,"""2-0""",,,
0.739,0.563,4,0.084,0.95,1,3,2,"""2-0""",,,
0.612,0.35,5,0.788,0.455,3,3,-2,"""1-3""",,,
0.83,0.2,0,0.731,0.35,1,2,0,"""0-0""",,,
0.356,0.444,4,0.281,0.136,1,2,0,"""1-1""",,,
1.0,0.05,4,0.207,0.15,3,1,1,"""3-0""",,,
0.545,0.556,4,0.219,0.107,4,1,1,"""1-0""",,,
0.466,1.0,7,0.093,0.7,6,2,0,"""1-1""",,,
0.17,0.136,6,1.0,0.15,9,2,0,"""1-1""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.197,0.15,7,0.489,0.6,3,1,2,"""2-0""",,,
1.0,0.6,4,0.108,0.222,3,1,0,"""1-1""",,,
0.54,0.4,7,0.158,0.5,7,1,-1,"""1-2""",,,
0.427,0.571,9,0.097,0.429,3,1,3,"""4-1""",,,
0.402,0.556,3,0.044,0.5,1,1,1,"""1-0""",,,
0.5,0.7,0,0.093,0.8,9,1,0,"""2-2""",,,
0.473,0.563,4,0.033,0.0625,9,3,2,"""3-1""",,,
0.739,0.214,5,0.108,0.1,9,3,-1,"""0-1""",,,
0.487,0.167,3,0.349,0.464,7,1,1,"""0-2""",,,
0.073,0.563,4,0.462,0.05,5,1,1,"""1-1""",,,
0.635,0.5,5,0.252,0.25,2,3,-2,"""0-2""",,,
0.54,0.05,7,0.54,0.154,7,3,-1,"""1-2""",,,
0.485,0.95,3,0.298,0.1,3,1,-1,"""0-1""",,,
0.584,0.4,0,0.093,0.1,9,1,2,"""2-0""",,,
0.983,0.05,9,0.059,0.667,7,1,5,"""6-1""",,,
0.427,0.438,6,0.295,0.875,1,1,3,"""3-0""",,,
0.197,0.45,2,0.104,0.65,3,1,2,"""2-0""",,,
0.961,0.5,4,0.882,0.45,1,3,-1,"""1-2""",,,
0.555,0.15,0,0.225,0.188,3,1,2,"""2-0""",,,
0.237,0.85,1,0.094,0.25,9,1,2,"""0-1""",,,
0.525,0.85,2,0.788,0.333,9,1,1,"""7-0""",,,
0.487,0.313,3,0.236,0.5,1,3,1,"""0-1""",,,
0.431,0.85,6,0.108,0.722,6,1,1,"""1-0""",,,
0.578,0.55,1,0.535,0.3,7,2,0,"""1-1""",,,
1.0,0.25,4,0.076,0.35,3,2,0,"""1-1""",,,
0.218,0.438,4,0.084,0.9,5,1,3,"""3-0""",,,
0.035,0.889,4,0.072,0.125,3,3,-2,"""0-2""",,,
0.102,0.85,4,0.275,0.65,3,3,-1,"""0-2""",,,
0.067,0.05,2,0.882,0.611,7,3,-1,"""2-6""",,,
0.098,0.9,6,0.752,1.0,1,2,0,"""2-2""",,,
0.473,0.667,6,0.094,0.111,1,3,-3,"""1-2""",,,
0.054,0.591,2,0.214,0.85,3,1,2,"""2-0""",,,
0.278,0.6,4,0.126,0.688,5,1,3,"""3-0""",,,
0.108,0.591,2,0.044,0.65,3,1,2,"""2-0""",,,
0.381,0.708,4,0.642,0.75,7,2,0,"""2-2""",,,
0.156,0.222,4,0.412,0.556,6,1,1,"""2-1""",,,
0.764,0.833,4,0.752,0.222,3,2,0,"""1-1""",,,
0.06,0.55,2,1.0,0.1,9,1,2,"""0-1""",,,
0.961,0.05,7,0.12,0.6,7,3,-1,"""2-6""",,,
0.612,0.25,5,0.788,0.455,3,3,-2,"""1-3""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.068,0.65,4,1.0,0.8,9,3,-2,"""1-0""",,,
0.142,1.0,6,0.498,0.056,1,2,0,"""2-2""",,,
0.243,0.667,6,0.391,0.5,6,3,-1,"""3-1""",,,
0.229,0.417,4,0.064,0.083,9,2,1,"""1-0""",,,
0.291,0.167,1,0.475,0.083,1,2,0,"""1-1""",,,
0.54,0.462,6,0.853,0.95,0,3,-1,"""0-1""",,,
0.223,0.75,6,0.281,0.6,1,2,0,"""1-1""",,,
0.44,0.45,7,0.795,0.95,1,3,-1,"""0-1""",,,
0.345,0.615,3,0.207,0.05,4,1,1,"""1-0""",,,
0.412,0.333,6,0.094,0.222,5,2,0,"""2-2""",,,
0.609,0.6,4,0.048,0.6,1,1,3,"""3-0""",,,
0.066,0.773,4,0.715,1.0,5,3,-1,"""1-2""",,,
0.509,0.333,4,0.366,0.05,9,2,0,"""1-1""",,,
0.191,0.214,3,0.97,0.05,3,3,-1,"""0-1""",,,
0.321,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.237,0.15,4,0.084,0.75,0,1,2,"""4-2""",,,
1.0,0.556,3,0.398,1.0,1,1,3,"""2-0""",,,
0.237,0.5,3,0.097,0.1,9,1,0,"""1-1""",,,
0.1,0.8,4,0.54,0.05,9,2,0,"""2-2""",,,
0.578,0.393,3,0.097,0.8,2,1,1,"""3-2""",,,
0.211,0.429,3,0.462,0.722,9,2,0,"""2-1""",,,
0.159,0.25,4,0.505,0.5,3,1,1,"""3-1""",,,
0.44,0.167,3,0.882,0.1,9,3,-1,"""1-2""",,,
0.258,0.25,4,0.475,0.083,1,2,0,"""2-2""",,,
0.343,0.25,3,0.412,0.125,6,1,1,"""3-3""",,,
0.208,0.15,6,0.063,0.4,6,1,3,"""2-6""",,,
0.381,0.9,4,0.033,0.75,0,2,0,"""2-2""",,,
0.478,0.625,4,0.203,0.1,9,1,1,"""0-1""",,,
0.54,0.7,3,0.541,0.5,7,1,1,"""2-1""",,,
0.772,0.45,3,0.223,0.231,7,3,-1,"""0-1""",,,
0.661,0.667,6,0.398,0.65,6,1,2,"""2-1""",,,
0.772,1.0,2,0.298,0.292,1,3,-1,"""0-1""",,,
0.158,0.25,3,0.12,0.1,9,1,0,"""1-0""",,,
0.83,0.778,4,0.366,0.2,9,2,0,"""1-1""",,,
0.555,0.571,6,0.159,0.083,3,1,2,"""2-0""",,,
0.092,0.65,1,0.104,0.389,9,1,2,"""2-0""",,,
0.098,0.95,6,0.281,0.8,4,2,0,"""1-1""",,,
0.067,0.65,2,0.349,0.1,9,3,-4,"""0-2""",,,
0.1,0.85,6,0.093,0.6,1,2,0,"""1-1""",,,
0.5,0.7,4,0.642,0.3,5,2,0,"""1-1""",,,
0.046,0.25,4,0.366,0.722,7,2,0,"""1-1""",,,
0.5,1.0,3,0.731,1.0,1,2,0,"""1-1""",,,
0.857,0.2,1,0.202,0.2,9,2,0,"""2-2""",,,
0.501,0.45,2,0.104,0.909,0,1,2,"""2-0""",,,
0.363,0.833,2,0.093,0.1,9,3,-1,"""0-4""",,,
0.223,0.6,4,0.051,1.0,1,1,3,"""1-1""",,,
0.42,0.5,3,0.139,0.2,9,2,0,"""1-1""",,,
0.173,0.167,6,0.229,0.65,7,3,-1,"""2-3""",,,
0.346,0.333,2,0.229,0.95,0,1,2,"""2-0""",,,
0.508,0.556,3,0.279,0.438,1,3,-1,"""1-2""",,,
0.731,0.1,4,0.505,0.7,3,1,2,"""2-0""",,,
0.173,0.8,6,0.566,0.6,1,2,0,"""1-1""",,,
0.609,0.438,4,0.044,0.875,1,1,3,"""3-0""",,,
0.609,0.65,6,0.126,0.688,5,1,3,"""3-0""",,,
0.545,0.179,4,0.412,0.05,9,1,1,"""2-1""",,,
0.454,1.0,1,0.07,0.65,4,1,1,"""2-1""",,,
0.612,0.722,5,0.254,0.455,3,3,-2,"""1-3""",,,
0.578,0.167,1,0.462,0.5,7,2,0,"""1-1""",,,
0.262,0.571,4,0.921,0.6,5,2,3,"""4-2""",,,
1.0,0.444,7,0.402,0.5,9,2,0,"""4-3""",,,
0.348,0.85,1,0.17,0.45,7,3,-2,"""0-0""",,,
0.301,0.222,6,0.807,0.389,6,1,2,"""2-0""",,,
1.0,0.722,4,0.474,0.6,6,1,1,"""3-2""",,,
0.203,0.278,2,0.505,0.5,6,3,-1,"""0-1""",,,
1.0,0.3,7,0.175,0.5,3,1,2,"""2-0""",,,
0.243,0.65,7,0.133,0.292,7,3,0,"""1-1""",,,
0.203,1.0,1,0.566,0.6,1,2,0,"""1-1""",,,
0.961,0.111,9,0.059,0.667,7,1,7,"""5-0""",,,
0.366,0.25,3,0.795,0.7,4,1,2,"""3-1""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.343,0.4,1,0.284,0.6,6,2,0,"""1-1""",,,
0.12,0.9,1,0.498,0.071,9,2,0,"""3-2""",,,
0.223,0.1,6,0.066,0.5,6,2,0,"""1-1""",,,
0.092,0.278,3,0.084,0.95,3,1,2,"""2-0""",,,
0.518,0.222,3,0.501,0.15,2,1,1,"""2-1""",,,
0.342,0.179,6,0.391,0.556,1,1,1,"""2-1""",,,
0.363,0.591,2,0.11,0.429,9,1,2,"""2-0""",,,
0.249,0.45,3,0.131,0.95,1,1,2,"""2-0""",,,
0.362,0.95,1,0.401,0.8,4,1,1,"""2-1""",,,
0.356,0.25,4,0.111,0.667,7,2,0,"""1-1""",,,
0.487,0.944,4,0.675,0.1,6,1,-2,"""2-1""",,,
0.038,0.3,3,1.0,0.1,9,3,2,"""2-0""",,,
0.092,0.85,6,0.22,0.429,3,1,2,"""4-1""",,,
0.32,0.95,1,0.108,0.8,4,1,1,"""1-3""",,,
0.499,0.429,4,0.435,0.25,9,3,-2,"""1-3""",,,
0.882,0.6,3,0.295,0.591,5,3,-4,"""0-2""",,,
0.857,0.3,3,0.766,0.35,1,2,0,"""3-3",,,
0.173,0.45,7,0.489,1.0,3,1,3,"""2-0""",,,
0.318,0.889,1,0.108,0.154,7,1,1,"""1-0""",,,
0.983,1.0,4,0.163,0.364,3,3,-2,"""0-2""",,,
0.402,0.35,0,0.385,0.111,9,3,-1,"""2-0""",,,
0.44,0.05,7,0.236,0.667,7,3,-1,"""1-2""",,,
0.052,0.722,2,0.175,0.1,3,1,2,"""2-0""",,,
0.5,0.611,4,0.343,0.889,9,2,0,"""0-0""",,,
0.272,0.3,3,0.849,0.7,3,2,0,"""1-1""",,,
0.34,0.95,9,0.06,0.364,1,3,-1,"""1-2""",,,
0.114,0.15,7,0.401,0.389,1,1,2,"""2-0""",,,
1.0,0.15,4,0.206,0.722,3,1,1,"""1-0""",,,
0.06,0.722,7,0.151,0.4,1,1,2,"""2-0""",,,
0.068,0.8,0,1.0,0.85,7,2,0,"""1-1""",,,
0.381,0.625,5,0.431,0.1,6,2,0,"""2-2""",,,
0.237,0.15,4,0.084,0.95,0,1,2,"""2-0""",,,
0.199,0.75,6,0.566,1.0,1,2,0,"""1-1""",,,
0.412,0.15,4,0.223,0.292,3,2,0,"""1-1""",,,
0.092,0.563,2,0.214,0.95,9,3,2,"""2-0""",,,
0.55,0.462,7,0.158,0.708,3,3,-1,"""1-2""",,,
0.54,0.05,7,0.6,0.667,7,3,-1,"""1-2""",,,
0.555,0.15,6,0.219,0.4,6,1,1,"""2-1""",,,
0.444,0.8,2,0.573,0.125,2,3,-2,"""0-2""",,,
0.362,0.25,3,0.505,0.5,2,1,1,"""3-2""",,,
0.211,0.15,4,0.462,0.222,9,2,0,"""1-1""",,,
0.66,0.8,0,0.385,0.5,3,1,0,"""1-0""",,,
0.635,0.889,4,0.815,0.778,3,3,-2,"""0-2""",,,
0.597,0.222,3,0.203,0.389,6,1,1,"""2-1""",,,
0.518,0.05,6,0.295,0.875,1,1,3,"""3-0""",,,
0.073,0.75,3,0.348,0.0625,1,3,-1,"""0-1""",,,
0.983,0.05,9,0.1,0.667,7,1,5,"""6-1""",,,
0.551,0.722,4,0.795,1.0,3,1,-1,"""0-1""",,,
0.185,0.15,0,0.385,0.95,3,1,2,"""2-0""",,,
0.054,0.278,3,0.214,0.107,3,1,2,"""2-0""",,,
0.266,0.833,2,1.0,0.611,9,3,-4,"""0-4""",,,
0.44,0.462,4,0.908,0.95,9,3,-1,"""0-1""",,,
0.409,0.25,4,0.223,0.3,1,2,0,"""1-1""",,,
0.382,0.182,1,0.642,0.688,2,2,0,"""1-1""",,,
1.0,0.45,7,0.158,1.0,7,3,-1,"""3-3",,,
0.362,0.222,5,0.175,0.556,9,1,1,"""2-0""",,,
0.678,0.722,3,0.882,0.1,4,3,-1,"""2-4""",,,
0.731,0.25,7,0.131,0.95,3,1,2,"""2-0""",,,
0.185,0.393,4,0.661,0.95,9,1,1,"""2-0""",,,
0.235,0.85,3,0.17,0.45,4,2,0,"""2-2""",,,
0.084,0.15,6,0.642,0.4,3,1,-1,"""2-1""",,,
0.111,0.35,0,0.163,0.389,3,3,-1,"""1-2""",,,
0.466,0.583,4,0.815,0.2,3,3,-2,"""0-2""",,,
0.501,0.636,2,0.07,0.0625,7,3,-2,"""1-4""",,,
0.545,0.15,4,0.501,0.75,6,1,3,"""0-0""",,,
0.098,0.95,1,0.097,0.8,4,2,0,"""0-0""",,,
0.555,0.4,4,0.418,0.1,6,2,-1,"""1-1""",,,
0.185,0.95,1,0.131,0.8,4,3,-2,"""3-2""",,,
0.226,0.25,4,0.6,0.708,7,3,-2,"""0-2""",,,
0.321,0.571,3,0.051,1.0,6,1,3,"""1-0""",,,
0.203,0.136,4,0.108,0.679,1,2,0,"""1-1""",,,
0.102,0.75,3,0.229,0.1,9,3,-1,"""0-1""",,,
0.156,0.25,0,0.132,0.15,9,2,1,"""1-0""",,,
0.346,0.9,4,0.284,0.6,1,2,0,"""2-2""",,,
0.5,0.75,2,1.0,0.75,9,2,1,"""2-2""",,,
0.11,0.462,7,0.54,0.667,7,3,-1,"""1-2""",,,
0.086,0.15,5,0.19,0.7,3,1,2,"""2-0""",,,
0.102,0.563,4,0.849,0.45,7,2,0,"""1-1""",,,
1.0,0.15,2,0.132,0.65,3,1,2,"""3-3""",,,
0.772,0.8,3,1.0,0.1,9,3,-1,"""0-2""",,,
0.159,0.7,1,1.0,0.167,6,1,1,"""1-0""",,,
0.133,0.591,2,0.214,0.944,5,1,2,"""2-0""",,,
0.235,0.333,6,0.68,0.083,1,2,0,"""1-4""",,,
0.185,0.65,2,0.125,0.1,9,3,-2,"""0-2""",,,
0.502,0.15,6,0.042,0.75,1,2,0,"""0-0""",,,
0.55,0.45,4,0.496,0.1,3,3,-1,"""1-2""",,,
0.321,0.6,4,0.398,0.688,5,1,3,"""3-0""",,,
1.0,1.0,4,0.398,0.889,7,2,0,"""1-1""",,,
0.155,1.0,4,0.139,0.167,1,2,0,"""1-1""",,,
0.1,0.5,5,0.703,0.1,6,3,1,"""3-1""",,,
0.431,0.05,1,0.218,0.125,3,2,-2,"""1-1""",,,
0.067,0.65,2,0.104,0.1,9,3,-4,"""0-4""",,,
0.348,0.8,4,0.418,0.85,7,1,-4,"""1-0""",,,
0.551,0.95,1,0.207,0.15,4,1,1,"""2-1""",,,
0.983,0.05,9,0.1,0.667,7,1,5,"""5-0""",,,
0.346,0.8,0,1.0,0.1,9,3,-2,"""1-0""",,,
0.431,0.611,6,0.474,0.6,1,2,0,"""1-1""",,,
0.098,0.667,6,0.815,0.278,6,3,0,"""0-0""",,,
0.155,0.85,2,0.281,0.35,4,2,0,"""1-1""",,,
0.341,0.583,1,0.815,0.75,2,3,-2,"""0-2""",,,
0.983,0.05,9,0.059,0.667,7,1,5,"""5-0""",,,
0.067,0.625,6,0.269,0.364,6,3,-1,"""0-1""",,,
0.626,0.5,6,0.208,0.65,1,2,3,"""2-3""",,,
0.073,0.9,6,1.0,0.556,1,2,0,"""3-3""",,,
0.466,1.0,6,0.391,0.75,3,1,-1,"""2-4""",,,
0.961,0.05,1,0.573,0.357,7,3,-1,"""1-2""",,,
0.036,0.722,6,0.064,0.292,1,2,0,"""0-0""",,,
0.321,0.6,3,0.544,0.1,1,1,3,"""3-0""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.272,0.75,1,0.387,0.8,7,1,1,"""2-1""",,,
0.555,0.591,3,0.093,0.1,9,1,2,"""2-0""",,,
0.525,0.35,5,0.254,0.25,3,1,2,"""3-1""",,,
0.362,0.2,4,0.271,0.1,7,1,1,"""1-0""",,,
0.111,0.071,5,0.043,0.15,3,2,0,"""1-1""",,,
0.229,0.833,0,0.298,0.611,9,3,-4,"""0-4""",,,
0.42,0.625,0,1.0,0.05,1,2,1,"""1-0""",,,
0.551,0.167,1,0.203,0.111,7,1,1,"""1-0""",,,
0.466,0.05,6,0.069,0.95,1,3,-1,"""7-0""",,,
0.291,0.833,2,0.815,0.611,9,3,-4,"""0-4""",,,
0.356,0.417,3,0.877,0.083,1,2,0,"""2-2""",,,
0.11,0.563,2,0.19,0.438,1,1,2,"""3-1""",,,
0.499,0.667,6,0.398,1.0,1,1,3,"""3-0""",,,
0.11,0.611,4,0.122,0.15,7,2,0,"""1-1""",,,
0.265,0.333,3,0.203,0.909,9,1,1,"""1-0""",,,
0.265,0.2,1,0.235,0.45,7,2,1,"""2-2""",,,
0.243,0.05,7,0.989,0.5,6,3,-1,"""1-2""",,,
0.032,0.25,3,0.28,0.107,1,2,0,"""1-1""",,,
0.17,0.95,4,0.675,0.222,2,2,0,"""2-2""",,,
0.092,0.65,3,0.211,0.25,3,1,2,"""2-0""",,,
0.402,0.1,3,1.0,0.409,4,2,0,"""0-0""",,,
0.1,0.611,3,0.12,0.15,3,2,0,"""1-1""",,,
0.272,0.8,4,1.0,0.2,1,2,0,"""2-2""",,,
0.073,0.95,4,0.051,1.0,1,2,0,"""1-1""",,,
0.5,0.9,1,0.205,0.722,4,2,0,"""1-1""",,,
0.042,0.625,4,0.609,0.0625,6,3,-3,"""1-4""",,,
0.073,0.5,3,0.388,0.8,1,2,0,"""1-1""",,,
0.955,0.85,1,0.203,0.8,4,1,-2,"""1-0""",,,
0.045,0.05,9,0.875,0.667,7,3,5,"""1-5""",,,
0.102,0.6,4,0.487,0.125,3,3,-2,"""0-2""",,,
0.83,0.25,2,0.475,0.6,9,2,0,"""2-2""",,,
0.626,0.889,3,0.104,0.438,3,3,-4,"""2-3""",,,
0.26,0.222,1,0.203,0.45,4,1,1,"""2-1""",,,
0.381,0.625,4,0.202,0.5,4,1,0,"""1-0""",,,
0.336,0.15,3,0.505,0.5,1,2,0,"""1-1""",,,
0.772,1.0,3,0.908,0.231,1,3,-1,"""0-1""",,,
0.173,1.0,6,0.315,0.05,1,1,1,"""0-0""",,,
0.743,0.833,2,0.225,0.611,9,3,-4,"""1-3""",,,
0.342,0.615,0,0.278,0.444,4,1,1,"""1-0""",,,
0.17,0.85,3,0.807,0.25,9,3,-2,"""0-2""",,,
0.612,0.15,4,0.093,0.4,3,1,2,"""2-0""",,,
1.0,0.05,9,0.1,0.7,7,3,5,"""2-6""",,,
0.325,0.15,6,0.043,0.75,4,2,0,"""0-0""",,,
0.173,0.136,3,0.849,0.7,6,2,0,"""0-0""",,,
0.525,0.056,6,0.219,0.429,4,1,3,"""3-0""",,,
0.123,0.944,4,0.223,0.556,7,3,-3,"""1-0""",,,
1.0,0.25,3,0.401,0.7,4,1,1,"""2-1""",,,
0.551,0.85,7,0.043,0.125,9,3,-2,"""0-2""",,,
0.366,0.6,6,0.084,0.438,0,1,-1,"""2-0""",,,
0.518,0.611,3,0.541,0.6,7,1,1,"""1-0""",,,
0.612,0.35,5,0.558,0.455,3,3,-2,"""1-3""",,,
0.26,0.85,3,0.522,0.45,7,3,-2,"""0-2""",,,
0.54,0.063,7,0.54,0.667,7,3,-1,"""0-1""",,,
0.32,0.625,4,0.203,0.1,2,1,1,"""2-1""",,,
0.643,0.667,6,0.249,0.6,1,2,0,"""0-0""",,,
0.272,0.85,4,0.172,0.45,9,1,1,"""3-2""",,,
0.055,0.75,3,0.271,0.05,9,1,1,"""1-0""",,,
0.109,0.625,0,0.661,0.1,9,3,-2,"""0-2""",,,
0.038,0.55,9,0.715,1.0,1,1,2,"""2-0""",,,
0.5,0.25,3,0.172,0.3,7,2,0,"""2-2""",,,
0.5,0.556,4,0.051,0.5,3,2,0,"""7-0""",,,
0.199,0.25,4,0.633,0.438,9,2,0,"""1-1""",,,
0.278,0.15,4,0.084,0.95,5,1,3,"""3-0""",,,
0.409,0.571,4,0.06,0.4,7,1,3,"""2-1""",,,
0.042,0.5,4,0.122,0.3,1,2,0,"""1-1""",,,
0.265,0.7,4,0.114,0.5,9,1,1,"""2-1""",,,
0.402,0.278,4,0.033,0.5,3,1,2,"""3-1""",,,
0.185,0.65,2,0.298,0.25,9,3,-2,"""0-2""",,,
0.772,0.35,3,0.989,0.389,9,3,-1,"""0-1""",,,
0.44,1.0,0,1.0,0.0625,9,3,-1,"""0-1""",,,
0.49,0.125,6,0.269,0.292,4,1,-2,"""0-2""",,,
0.551,0.179,1,0.051,0.556,2,1,1,"""2-1""",,,
1.0,0.5,1,0.108,0.6,3,2,0,"""1-1""",,,
0.237,0.15,4,0.084,0.95,0,1,3,"""2-4""",,,
0.203,0.077,6,0.475,0.6,6,2,0,"""0-0""",,,
1.0,0.889,6,0.132,0.55,1,1,3,"""3-0""",,,
0.117,0.889,1,0.269,0.708,4,3,-2,"""1-3""",,,
0.418,0.778,6,0.094,0.688,7,2,0,"""0-0""",,,
0.156,0.611,3,0.6,0.3,1,1,1,"""1-0""",,,
0.597,0.7,3,0.132,0.556,6,1,1,"""2-1""",,,
0.092,0.071,9,0.703,0.3,1,1,3,"""2-6""",,,
0.203,0.444,4,0.409,1.0,6,2,0,"""1-1""",,,
0.162,0.65,2,0.409,0.1,9,3,1,"""1-0""",,,
1.0,1.0,4,0.409,0.455,3,2,0,"""0-0""",,,
0.067,0.625,0,1.0,0.111,9,3,-4,"""1-4""",,,
0.045,0.889,4,0.07,0.5,7,3,-1,"""0-1""",,,
0.431,0.667,6,0.165,0.125,1,2,0,"""1-1""",,,
0.466,0.667,6,0.203,0.05,7,1,1,"""3-2""",,,
0.042,0.667,7,0.066,0.083,7,3,0,"""2-2""",,,
0.342,0.222,6,0.042,0.444,6,1,1,"""2-1""",,,
0.356,0.182,4,0.77,0.167,3,2,0,"""0-0""",,,
0.612,0.5,9,0.072,0.2,3,3,-2,"""0-2""",,,
0.325,0.15,6,0.133,0.4,2,2,0,"""1-1""",,,
0.416,0.722,7,0.877,0.455,7,2,0,"""2-2""",,,
0.065,0.65,6,0.044,0.833,5,1,3,"""3-0""",,,
0.5,0.893,2,0.388,0.95,1,2,-1,"""1-5""",,,
0.035,0.5,5,0.252,0.125,2,3,-2,"""0-2""",,,
0.612,0.607,3,0.815,0.2,9,3,-2,"""0-2""",,,
0.109,0.625,4,0.269,0.6,7,3,-1,"""0-1""",,,
0.466,0.688,6,0.08,1.0,1,3,-1,"""0-1""",,,
0.208,0.3,3,0.661,0.417,9,1,1,"""3-2""",,,
0.409,0.65,5,1.0,0.2,9,3,-2,"""0-2""",,,
0.185,0.65,2,0.661,0.25,9,3,-2,"""0-2""",,,
0.34,0.25,7,0.165,0.45,3,3,-2,"""0-2""",,,
0.478,0.15,6,0.094,0.1,6,3,-1,"""0-1""",,,
0.509,0.136,4,0.159,1.0,9,2,0,"""2-2""",,,
0.867,0.444,4,0.155,0.0625,5,3,-2,"""2-0""",,,
0.06,0.45,5,0.254,0.944,6,1,2,"""2-0""",,,
0.272,0.45,4,0.042,0.4,3,1,1,"""3-1""",,,
0.609,0.438,6,0.048,0.9,1,1,3,"""3-0""",,,
