value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
1.0,0.25,4,0.271,0.55,3,1,4,"""5-1""",,,
0.065,0.85,0,1.0,0.6,9,2,0,"""2-2""",,,
0.508,0.889,4,0.108,0.708,6,1,-1,"""2-1""",,,
0.108,0.167,3,0.206,0.154,7,1,1,"""3-2""",,,
0.962,0.6,6,0.044,0.563,1,2,0,"""0-0""",,,
0.084,0.95,6,0.28,0.75,4,2,0,"""0-0""",,,
1.0,0.15,9,0.268,0.55,3,1,4,"""5-1""",,,
0.272,0.111,4,0.211,0.3,9,1,1,"""1-0""",,,
0.961,0.05,9,0.084,0.45,7,1,5,"""5-0""",,,
0.545,0.179,3,0.206,0.45,7,1,1,"""3-2""",,,
0.199,0.7,7,0.093,0.75,4,2,0,"""0-0""",,,
0.431,0.833,1,0.092,0.167,6,1,2,"""3-1""",,,
0.123,0.65,4,0.54,0.464,7,3,-2,"""0-2""",,,
0.046,0.3,5,0.344,0.833,6,1,2,"""4-1""",,,
0.444,0.375,0,0.163,0.167,6,3,-1,"""0-1""",,,
0.123,0.563,0,0.133,0.75,1,2,0,"""0-0""",,,
0.321,0.6,5,0.06,0.722,6,1,1,"""1-0""",,,
0.237,0.15,6,0.807,0.4,3,1,2,"""4-2""",,,
0.584,0.833,5,0.22,0.65,6,1,2,"""3-1""",,,
0.545,0.111,3,0.114,0.071,7,1,1,"""3-2""",,,
0.518,0.9,7,0.462,0.25,4,2,0,"""3-3""",,,
0.499,0.25,4,0.28,0.833,2,2,0,"""1-0""",,,
0.427,0.125,4,0.268,0.95,1,1,3,"""3-0""",,,
0.204,0.45,1,0.075,0.3,3,1,2,"""2-0""",,,
0.473,1.0,0,1.0,0.75,9,3,-3,"""0-1""",,,
0.237,0.214,7,0.12,0.65,4,3,7,"""2-0""",,,
0.578,0.625,0,0.097,0.667,5,3,-1,"""3-3",,,
0.038,0.95,3,0.282,0.45,7,1,1,"""3-2""",,,
0.292,0.25,2,1.0,0.1,9,2,0,"""2-2""",,,
0.066,0.85,6,0.435,1.0,7,3,-1,"""0-1""",,,
0.046,0.833,4,0.489,0.833,3,1,3,"""4-1""",,,
0.635,0.8,6,0.882,0.1,6,3,-1,"""0-1""",,,
0.042,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.409,0.563,7,0.075,1.0,1,3,-1,"""2-1""",,,
0.098,0.333,1,0.488,0.722,6,1,1,"""3-2""",,,
0.273,0.85,1,0.435,0.85,6,3,-2,"""2-3""",,,
0.066,0.75,4,0.544,0.75,9,3,-1,"""0-2""",,,
0.258,0.136,0,1.0,0.667,7,1,1,"""2-1""",,,
0.44,0.4,7,0.069,0.5,0,3,-1,"""0-1""",,,
0.739,0.688,7,0.54,0.409,4,3,0,"""0-0""",,,
0.278,0.3,2,0.093,0.944,4,1,2,"""2-0""",,,
0.226,0.85,3,0.206,0.8,7,3,-2,"""3-2""",,,
0.184,0.85,0,0.97,0.1,6,3,-1,"""0-1""",,,
0.427,0.55,4,0.165,0.7,1,1,3,"""3-0""",,,
0.291,0.85,4,0.54,0.1,9,3,-2,"""0-2""",,,
0.204,0.6,3,0.051,0.15,5,1,2,"""4-3""",,,
0.229,0.6,3,0.126,0.6,1,1,2,"""0-1""",,,
0.045,1.0,2,0.435,0.7,2,2,0,"""1-0""",,,
0.092,0.5,4,0.562,0.778,2,3,-2,"""0-2""",,,
0.5,0.5,4,0.462,0.1,9,2,0,"""2-2""",,,
0.807,1.0,0,1.0,0.083,3,2,0,"""2-2""",,,
0.133,0.45,5,0.19,0.438,3,1,2,"""2-0""",,,
0.499,0.571,4,0.084,0.15,5,1,3,"""4-0""",,,
0.612,0.35,3,0.815,0.722,4,1,1,"""3-1""",,,
0.661,0.75,0,0.6,0.591,7,1,1,"""1-0""",,,
0.066,1.0,6,0.218,0.722,4,2,0,"""2-2""",,,
0.304,0.214,5,0.409,0.455,4,2,0,"""1-3""",,,
0.362,0.278,6,0.132,0.4,6,1,1,"""2-1""",,,
0.612,0.611,2,0.788,0.889,4,3,-2,"""1-1""",,,
0.5,0.4,0,0.043,0.679,3,2,0,"""1-1""",,,
0.466,0.8,6,0.075,0.2,4,2,0,"""0-0""",,,
0.304,0.136,2,0.206,0.45,7,1,1,"""1-0""",,,
0.111,0.214,5,0.474,0.35,3,2,0,"""1-1""",,,
0.857,0.667,4,0.165,0.154,3,1,3,"""4-1""",,,
0.444,0.563,3,0.151,0.95,0,3,-1,"""0-1""",,,
0.055,0.25,4,0.097,0.1,0,3,-1,"""2-3""",,,
0.06,0.393,7,0.248,0.3,6,1,1,"""2-1""",,,
0.273,0.6,4,0.406,0.25,3,1,3,"""2-0""",,,
0.431,0.15,6,0.788,0.455,6,2,0,"""3-3""",,,
0.66,0.25,3,0.402,0.85,7,1,1,"""3-2""",,,
0.525,0.444,6,0.398,0.75,6,2,-1,"""4-2""",,,
0.743,0.6,3,0.165,0.45,1,1,1,"""3-2""",,,
0.155,0.8,4,0.788,0.15,3,2,0,"""2-2""",,,
0.204,0.45,4,0.882,0.6,3,3,2,"""3-1""",,,
0.5,0.136,4,1.0,0.1,9,1,1,"""1-0""",,,
0.807,0.438,5,0.505,0.25,4,1,2,"""3-1""",,,
0.61,0.944,9,0.609,0.167,6,3,-3,"""0-3""",,,
0.427,0.55,4,0.051,0.5,1,1,3,"""3-0""",,,
0.155,0.2,4,0.205,0.35,9,2,0,"""1-1""",,,
0.345,0.9,1,0.114,0.556,9,1,0,"""1-1""",,,
0.597,0.333,7,0.788,0.5,4,1,1,"""2-0""",,,
0.578,0.75,4,0.882,0.1,9,3,-1,"""0-1""",,,
0.527,0.222,1,0.076,0.5,1,1,1,"""2-1""",,,
0.5,0.7,6,0.069,0.5,3,1,0,"""1-0""",,,
0.731,0.6,5,0.235,0.2,3,1,2,"""3-1""",,,
0.12,0.333,3,0.094,0.95,0,3,-1,"""0-1""",,,
0.5,0.722,4,0.562,0.667,5,1,1,"""1-0""",,,
0.098,0.773,3,0.849,0.8,4,2,0,"""0-0""",,,
0.291,0.85,3,1.0,0.8,4,3,-2,"""0-2""",,,
0.578,0.25,4,0.882,0.167,6,3,-1,"""2-3""",,,
0.235,0.389,5,0.815,0.2,4,2,0,"""0-0""",,,
0.108,0.95,3,0.051,0.8,3,1,1,"""2-1""",,,
0.527,0.611,7,0.28,0.75,4,2,0,"""2-2""",,,
0.409,0.3,2,0.505,0.7,3,1,2,"""2-0""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.409,0.688,1,0.703,0.5,4,2,0,"""1-1""",,,
0.052,0.909,4,0.043,0.7,3,2,0,"""1-1""",,,
0.204,0.05,9,0.54,0.95,7,3,-1,"""1-2""",,,
0.508,0.95,6,0.072,0.4,3,3,-2,"""0-3""",,,
0.525,0.556,5,0.092,0.5,7,1,1,"""1-0""",,,
0.155,0.15,0,0.807,0.5,6,1,1,"""2-1""",,,
0.418,0.944,7,0.788,0.107,3,1,2,"""2-0""",,,
0.5,0.111,3,0.268,0.722,4,1,2,"""2-0""",,,
0.418,0.5,5,0.875,0.1,9,3,-2,"""0-2""",,,
0.045,0.85,6,0.795,1.0,6,3,-1,"""0-1""",,,
0.045,0.1,4,0.882,1.0,2,3,-1,"""0-1""",,,
0.133,0.75,0,1.0,0.5,9,3,1,"""1-0""",,,
0.336,0.9,1,0.042,0.45,4,2,0,"""0-0""",,,
0.462,0.45,2,0.505,0.438,3,1,2,"""2-0""",,,
0.138,0.8,6,0.849,0.2,6,2,0,"""1-1""",,,
0.487,0.9,3,0.248,0.4,4,1,1,"""2-1""",,,
0.366,0.35,7,0.19,0.3,4,1,2,"""2-0""",,,
0.278,0.3,2,0.219,0.15,3,2,0,"""1-1""",,,
0.272,0.278,4,0.22,0.3,0,1,1,"""3-0""",,,
0.58,0.75,5,0.07,0.85,9,1,1,"""1-0""",,,
0.343,0.05,9,0.111,0.167,7,1,3,"""3-0""",,,
0.501,0.2,4,0.366,0.15,2,2,0,"""1-1""",,,
0.1,0.45,1,0.505,0.65,6,1,2,"""3-1""",,,
0.318,0.85,3,0.97,0.45,7,3,-1,"""3-2""",,,
0.58,0.4,6,0.544,0.438,3,3,0,"""1-2""",,,
0.597,0.636,5,0.344,0.2,4,2,0,"""1-3""",,,
0.197,0.333,3,0.104,0.438,0,1,2,"""2-0""",,,
0.055,0.893,4,0.398,0.1,9,2,1,"""1-0""",,,
0.455,0.688,7,0.097,1.0,0,3,-1,"""1-2""",,,
0.111,0.95,2,0.08,0.45,1,2,0,"""0-0""",,,
0.44,0.4,6,0.402,1.0,6,3,-1,"""0-1""",,,
0.123,1.0,5,0.132,0.8,2,3,-2,"""0-2""",,,
0.273,0.85,2,0.675,0.6,9,2,-1,"""0-1""",,,
0.739,0.4,5,0.248,0.429,3,1,3,"""4-1""",,,
1.0,0.85,6,0.123,0.722,3,2,0,"""0-0""",,,
0.117,0.333,1,0.269,0.45,7,2,1,"""3-2""",,,
0.882,0.05,9,0.048,0.688,5,1,3,"""3-0""",,,
0.478,0.45,5,0.12,0.65,4,1,2,"""3-1""",,,
0.882,0.05,9,0.165,0.45,5,1,3,"""4-1""",,,
0.258,0.444,6,0.398,1.0,1,1,1,"""2-1""",,,
0.49,0.333,3,0.563,0.45,7,1,1,"""3-2""",,,
0.318,0.944,9,0.163,0.083,7,3,-1,"""0-1""",,,
0.431,0.75,6,0.882,0.15,6,2,0,"""0-0""",,,
0.374,0.278,6,0.108,1.0,3,2,0,"""1-1""",,,
0.084,0.389,3,0.541,0.107,1,2,0,"""0-0""",,,
0.204,0.615,3,0.336,0.667,7,1,1,"""3-2""",,,
0.543,0.571,6,0.269,0.107,3,3,2,"""2-1""",,,
0.092,0.65,4,0.126,0.778,4,3,-2,"""0-2""",,,
0.184,0.417,6,0.786,0.167,6,3,-3,"""0-3""",,,
0.278,0.444,6,0.68,0.6,4,2,0,"""1-1""",,,
0.416,0.7,2,0.398,0.75,0,2,0,"""2-2""",,,
0.1,0.625,0,1.0,0.25,6,1,2,"""3-1""",,,
0.055,0.05,6,0.165,1.0,1,3,1,"""0-1""",,,
1.0,0.278,9,0.268,0.55,3,1,4,"""5-1""",,,
0.382,0.2,5,0.284,0.15,4,2,0,"""0-0""",,,
0.204,0.438,4,0.048,0.875,5,1,3,"""3-0""",,,
0.055,0.3,2,0.398,0.7,3,2,0,"""1-1""",,,
0.343,0.179,3,0.271,0.071,7,1,1,"""2-1""",,,
0.117,0.3,4,0.043,0.2,5,1,-2,"""0-0""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.156,0.111,0,0.279,0.5,7,1,1,"""1-0""",,,
0.5,0.214,2,0.28,0.6,4,2,0,"""1-1""",,,
0.184,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.49,0.889,6,0.203,0.444,7,1,1,"""2-1""",,,
0.066,0.667,0,0.284,0.111,6,2,1,"""1-1""",,,
0.49,0.2,4,0.125,0.85,7,1,1,"""3-2""",,,
1.0,0.8,6,0.562,0.167,4,3,-1,"""0-1""",,,
0.789,0.444,6,0.042,0.85,3,1,3,"""4-3""",,,
0.502,0.4,4,0.752,0.107,1,2,0,"""2-2""",,,
0.084,0.85,3,0.409,0.5,3,3,-1,"""0-1""",,,
0.291,0.625,1,0.398,0.25,6,3,-3,"""3-1""",,,
0.155,0.85,2,0.165,0.778,4,3,-2,"""0-2""",,,
0.49,0.95,7,0.15,0.722,6,1,1,"""3-0""",,,
0.237,0.778,7,0.962,0.278,0,1,2,"""2-2""",,,
0.099,0.333,5,0.795,0.083,1,2,-1,"""0-1""",,,
0.525,0.55,6,0.165,0.55,1,1,3,"""3-0""",,,
0.156,0.222,6,0.219,0.6,7,1,1,"""2-1""",,,
0.66,0.05,3,0.108,0.5,7,1,1,"""1-0""",,,
0.199,0.333,3,0.387,0.6,1,2,0,"""0-0""",,,
0.235,0.636,5,0.466,0.042,4,2,-2,"""0-0""",,,
0.501,0.688,5,0.12,1.0,3,1,2,"""2-0""",,,
0.229,0.778,6,0.08,0.75,4,2,0,"""1-1""",,,
0.278,0.611,2,0.466,0.889,3,2,0,"""0-0""",,,
0.5,0.893,2,0.97,0.35,5,2,0,"""2-2""",,,
1.0,0.25,4,0.398,0.5,3,3,0,"""2-3""",,,
1.0,0.278,9,0.268,0.55,3,1,4,"""5-1""",,,
0.612,0.773,7,0.269,0.4,0,3,-1,"""0-1""",,,
0.366,0.45,7,0.397,0.3,4,1,2,"""3-1""",,,
0.743,0.417,6,0.402,0.167,6,3,-1,"""0-1""",,,
0.073,0.55,6,0.281,0.2,4,2,0,"""0-0""",,,
0.612,0.95,4,0.072,0.464,4,2,-2,"""1-1""",,,
0.597,0.222,6,0.092,0.5,6,1,1,"""2-1""",,,
0.341,0.5,4,0.462,0.833,2,1,-2,"""0-2""",,,
0.12,0.563,3,0.573,0.708,0,3,-1,"""0-1""",,,
0.455,0.625,1,0.043,0.6,9,1,1,"""2-1""",,,
0.291,1.0,0,1.0,0.5,9,3,0,"""3-3",,,
0.111,0.444,4,0.466,0.75,6,2,0,"""0-0""",,,
1.0,0.5,6,0.788,0.455,4,2,0,"""2-2""",,,
0.789,0.893,2,0.093,0.75,4,2,0,"""0-0""",,,
0.084,0.6,6,0.06,0.833,6,1,1,"""3-2""",,,
0.114,0.7,6,0.962,0.1,2,2,0,"""0-0""",,,
0.343,0.9,3,0.544,0.8,4,3,1,"""1-3""",,,
0.292,0.85,2,1.0,0.2,2,2,0,"""1-1""",,,
0.184,0.3,0,0.562,0.75,2,3,0,"""0-1""",,,
0.229,0.667,3,0.202,0.45,4,1,1,"""2-2""",,,
0.273,0.9,1,0.462,0.722,6,1,1,"""3-1""",,,
0.501,0.15,5,0.505,0.944,6,1,2,"""3-1""",,,
0.739,0.3,2,0.282,0.25,6,2,2,"""4-2""",,,
0.123,0.625,0,0.609,0.5,9,1,1,"""0-2""",,,
0.26,0.056,4,0.108,0.55,3,1,4,"""1-0""",,,
1.0,0.773,5,0.412,0.455,3,1,1,"""2-3""",,,
0.962,0.722,2,0.225,0.111,3,1,2,"""2-0""",,,
0.06,0.833,1,0.12,0.65,6,1,2,"""3-1""",,,
0.278,0.444,0,0.042,0.15,1,2,0,"""1-1""",,,
0.502,0.9,2,0.205,0.75,4,2,0,"""2-2""",,,
0.211,0.167,6,0.043,0.083,3,2,0,"""1-1""",,,
0.382,0.773,1,0.487,0.722,4,2,0,"""0-0""",,,
0.54,0.889,1,0.391,0.8,3,1,1,"""2-1""",,,
0.661,0.75,0,0.211,0.5,2,1,1,"""1-0""",,,
0.473,0.625,2,1.0,0.75,9,2,0,"""1-1""",,,
0.211,0.375,1,0.409,0.722,4,2,0,"""0-0""",,,
0.55,0.35,4,0.549,0.85,7,3,-2,"""0-2""",,,
0.501,0.833,1,0.254,0.65,6,1,2,"""3-1""",,,
1.0,0.571,6,0.807,0.55,6,1,2,"""4-2""",,,
0.612,0.85,4,0.882,0.1,3,3,-1,"""2-3""",,,
0.204,0.667,4,0.165,0.95,1,1,3,"""3-0""",,,
0.265,0.778,3,0.282,0.15,2,2,1,"""1-0""",,,
0.635,0.5,4,0.043,0.25,9,3,-2,"""0-2""",,,
0.258,0.95,7,0.412,0.5,7,1,1,"""1-0""",,,
0.661,0.417,0,1.0,0.083,9,3,-2,"""2-3""",,,
0.341,0.6,2,0.344,0.25,2,3,-2,"""0-2""",,,
0.155,1.0,2,0.272,0.7,1,2,0,"""0-0""",,,
0.08,0.389,5,0.286,0.455,4,2,0,"""0-0""",,,
0.466,0.05,9,0.236,0.95,7,3,-1,"""0-1""",,,
0.318,0.05,9,0.275,0.45,7,1,1,"""1-0""",,,
0.229,0.3,4,0.165,0.7,3,2,0,"""1-1""",,,
0.211,0.5,4,0.731,0.667,4,2,0,"""1-2""",,,
0.265,0.75,3,0.272,0.6,0,2,0,"""0-1""",,,
0.44,0.85,6,0.336,1.0,1,3,-1,"""0-1""",,,
0.527,0.05,3,0.6,0.85,7,1,1,"""4-1""",,,
0.609,0.438,4,0.084,0.875,5,1,3,"""3-0""",,,
0.478,0.833,3,0.282,0.7,4,1,4,"""0-0""",,,
0.06,0.833,4,0.12,0.25,6,1,2,"""3-1""",,,
0.184,0.5,4,0.501,0.1,3,2,-2,"""1-2""",,,
0.197,0.333,3,0.104,0.944,0,1,2,"""2-0""",,,
0.418,0.278,5,0.048,1.0,3,1,3,"""3-0""",,,
0.525,0.056,4,0.295,0.688,5,1,3,"""3-0""",,,
0.545,0.167,3,0.206,0.154,7,1,1,"""3-2""",,,
0.278,0.25,0,0.882,0.75,0,3,-1,"""1-2""",,,
0.045,0.55,0,0.766,0.278,4,2,0,"""1-1""",,,
0.114,0.222,1,0.675,0.111,9,1,1,"""7-0""",,,
0.208,1.0,2,1.0,0.1,9,2,0,"""2-2""",,,
0.55,0.85,3,0.235,0.85,7,3,-2,"""1-2""",,,
0.501,0.167,3,0.092,0.6,1,1,1,"""2-1""",,,
0.155,0.25,3,0.435,0.85,7,1,1,"""0-2""",,,
0.362,0.6,7,0.402,0.667,6,1,1,"""1-0""",,,
0.807,0.15,6,0.807,0.4,6,1,2,"""4-2""",,,
0.204,0.55,4,0.295,0.95,1,1,3,"""3-0""",,,
0.482,0.6,4,0.084,0.667,5,3,-1,"""1-2""",,,
0.739,0.667,5,0.044,0.45,4,2,1,"""0-0""",,,
0.61,0.9,1,0.609,0.042,6,3,-3,"""0-3""",,,
0.084,0.167,6,0.501,0.556,6,1,1,"""2-1""",,,
1.0,0.417,6,0.487,1.0,1,2,0,"""0-1""",,,
0.265,0.333,6,0.266,0.4,6,3,-2,"""1-2""",,,
0.098,0.778,6,0.28,0.667,4,2,0,"""0-0""",,,
0.204,0.571,4,0.044,0.7,5,1,3,"""3-0""",,,
0.54,0.75,6,0.203,0.556,6,1,1,"""2-1""",,,
0.431,0.8,3,1.0,0.455,6,2,0,"""0-0""",,,
0.32,0.375,3,0.1,0.8,7,1,1,"""2-1""",,,
0.545,0.571,1,0.385,0.7,3,1,2,"""3-1""",,,
1.0,0.278,9,0.132,0.55,3,1,4,"""5-1""",,,
0.123,0.85,5,0.275,0.464,4,3,-2,"""1-3""",,,
0.341,0.6,4,0.275,0.95,9,3,-2,"""0-2""",,,
0.961,0.05,9,0.295,0.45,7,1,5,"""6-1""",,,
0.046,1.0,2,1.0,0.222,3,2,0,"""1-1""",,,
0.55,0.6,4,0.875,0.1,9,3,-2,"""0-2""",,,
0.574,0.45,3,0.487,0.429,7,1,2,"""3-1""",,,
0.66,0.889,6,1.0,0.6,9,1,1,"""2-1""",,,
0.444,0.438,4,0.295,0.688,5,1,3,"""3-0""",,,
0.55,0.6,4,0.072,0.125,2,3,-2,"""0-2""",,,
0.084,0.444,6,0.391,0.5,6,1,1,"""2-1""",,,
0.065,0.75,2,0.786,0.688,9,2,0,"""1-1""",,,
0.108,0.7,3,0.15,0.071,6,1,1,"""2-1""",,,
0.487,0.9,1,1.0,0.5,2,3,1,"""1-0""",,,
0.49,0.4,3,0.563,0.8,7,1,1,"""1-0""",,,
0.343,0.6,4,0.097,0.15,5,1,-1,"""1-2""",,,
0.882,0.667,4,0.165,0.875,1,1,3,"""3-0""",,,
0.55,0.611,4,0.788,0.35,3,2,0,"""1-1""",,,
0.518,0.75,0,1.0,0.1,9,1,1,"""1-0""",,,
0.341,0.667,5,0.462,0.833,3,1,1,"""1-0""",,,
0.5,0.3,4,0.474,0.9,3,2,0,"""2-2""",,,
0.34,0.722,5,0.385,0.5,0,1,2,"""3-1""",,,
0.612,0.35,6,0.275,0.2,1,3,-2,"""1-3""",,,
0.066,0.25,4,0.07,0.5,1,2,0,"""0-1""",,,
0.466,0.85,6,0.402,0.5,0,3,-2,"""0-1""",,,
0.229,0.778,1,0.343,0.7,4,2,0,"""0-0""",,,
0.555,0.944,1,0.048,0.1,6,3,-2,"""0-2""",,,
0.661,0.75,7,0.248,0.591,2,1,1,"""1-0""",,,
0.444,0.563,3,0.151,0.95,7,3,-1,"""0-1""",,,
0.06,0.833,1,0.12,0.65,6,1,2,"""3-1""",,,
0.487,0.222,6,0.211,0.444,6,1,1,"""2-1""",,,
0.155,0.85,3,0.573,0.6,1,2,-1,"""0-1""",,,
0.117,0.636,1,0.076,0.65,4,3,2,"""1-3""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.485,0.1,0,0.409,0.65,6,2,0,"""1-1""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.485,0.8,6,0.139,0.222,1,2,0,"""0-0""",,,
0.042,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.501,0.3,2,0.225,0.438,0,1,2,"""2-0""",,,
0.278,0.25,3,0.108,1.0,1,3,-1,"""1-2""",,,
0.341,0.6,4,0.072,0.833,2,3,-2,"""0-2""",,,
0.06,0.833,1,1.0,0.333,9,1,2,"""3-1""",,,
1.0,0.778,4,0.205,1.0,4,2,0,"""0-0""",,,
0.235,0.6,9,0.126,0.429,3,1,3,"""4-1""",,,
0.173,0.3,2,0.111,0.278,5,2,0,"""2-2""",,,
0.961,0.05,9,0.059,0.45,7,1,5,"""6-1""",,,
0.362,0.5,7,0.08,0.107,3,1,2,"""3-2""",,,
0.612,0.563,3,0.402,0.1,4,3,-1,"""2-3""",,,
1.0,1.0,2,0.566,0.75,1,2,0,"""2-2""",,,
0.184,0.05,3,0.849,0.75,1,3,-1,"""0-1""",,,
0.455,0.75,2,1.0,0.1,9,3,-3,"""0-2""",,,
0.092,0.889,4,0.211,0.8,4,2,0,"""2-2""",,,
0.173,0.417,2,0.043,0.75,4,2,0,"""0-0""",,,
0.635,0.35,2,0.344,0.85,4,3,-2,"""0-2""",,,
0.574,0.3,2,0.042,1.0,0,2,0,"""1-1""",,,
0.13,0.65,4,1.0,0.25,9,3,-2,"""0-2""",,,
0.518,0.6,7,0.406,0.154,7,1,1,"""3-2""",,,
0.073,0.688,3,0.344,0.5,4,3,0,"""1-1""",,,
0.867,0.9,7,0.562,0.7,3,1,3,"""4-1""",,,
0.243,0.25,4,0.882,0.1,0,3,-1,"""0-1""",,,
0.857,0.667,6,0.097,0.9,1,2,0,"""0-0""",,,
0.292,0.3,6,0.409,1.0,1,2,0,"""1-1""",,,
0.345,0.85,2,0.675,0.8,7,1,1,"""1-0""",,,
0.485,0.75,3,0.069,0.45,7,1,-1,"""3-0""",,,
0.609,0.125,4,0.295,0.429,1,1,3,"""3-0""",,,
0.478,0.333,2,0.19,0.438,3,1,2,"""2-0""",,,
0.218,0.571,4,0.165,0.688,5,1,3,"""3-0""",,,
0.066,0.188,1,0.284,0.154,6,2,0,"""0-0""",,,
0.609,0.125,4,0.084,0.6,5,1,3,"""3-0""",,,
0.743,0.05,5,0.412,0.833,7,1,1,"""2-1""",,,
0.184,0.15,5,0.122,0.8,3,1,4,"""3-3""",,,
0.26,1.0,3,0.675,1.0,4,2,0,"""0-0""",,,
0.278,0.556,4,0.097,0.667,5,3,-1,"""1-2""",,,
0.502,0.833,1,0.254,0.111,6,1,2,"""3-1""",,,
0.26,0.375,7,0.549,0.2,4,3,-2,"""0-2""",,,
0.466,0.05,6,0.412,0.5,6,3,-2,"""0-0""",,,
0.431,0.611,2,0.093,0.7,1,2,0,"""0-0""",,,
0.501,0.45,5,0.093,0.438,3,1,2,"""2-0""",,,
0.084,0.9,1,1.0,0.5,6,2,0,"""1-1""",,,
0.54,0.167,1,0.208,0.556,6,1,1,"""2-1""",,,
0.482,1.0,0,0.487,0.5,1,3,-1,"""0-2""",,,
0.133,0.9,1,0.815,0.3,4,1,2,"""2-0""",,,
0.336,0.773,3,0.566,0.7,4,2,0,"""0-0""",,,
0.046,0.611,4,0.092,0.15,3,2,0,"""1-1""",,,
0.578,0.611,2,0.882,0.55,3,3,2,"""1-0""",,,
0.597,0.6,0,0.558,0.1,9,1,1,"""1-0""",,,
0.482,0.688,3,0.084,0.95,0,3,-1,"""2-0""",,,
0.962,0.6,6,0.044,0.8,3,1,-2,"""3-2""",,,
0.485,0.389,1,0.466,0.9,4,2,0,"""0-0""",,,
0.325,0.15,3,0.104,0.944,4,1,1,"""3-2""",,,
0.473,0.667,6,0.042,0.2,4,2,0,"""0-0""",,,
0.06,0.833,1,0.385,0.85,6,1,2,"""3-1""",,,
0.13,0.944,6,0.084,0.4,6,3,-2,"""0-2""",,,
0.1,0.889,6,0.391,0.444,6,1,1,"""2-1""",,,
0.092,0.4,0,0.072,0.438,9,3,-2,"""0-2""",,,
0.612,0.4,3,0.075,0.85,7,1,2,"""0-2""",,,
0.32,0.45,6,0.385,0.591,6,1,1,"""2-1""",,,
0.066,0.25,6,0.07,0.1,7,3,-1,"""0-1""",,,
0.466,0.125,6,0.094,1.0,3,3,-1,"""2-3""",,,
0.518,0.444,1,0.203,0.591,9,1,1,"""2-1""",,,
0.055,0.25,4,0.612,1.0,7,1,1,"""2-3""",,,
0.983,0.85,6,0.882,0.5,1,3,-1,"""2-3""",,,
0.229,0.636,6,0.409,0.8,4,2,0,"""0-0""",,,
0.58,0.688,3,0.795,0.438,0,3,-1,"""0-1""",,,
0.301,0.722,2,0.225,0.438,3,1,2,"""2-0""",,,
0.042,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.173,0.85,2,0.202,0.75,1,2,0,"""1-1""",,,
0.184,0.25,4,0.882,0.2,5,3,-1,"""2-3""",,,
0.336,0.889,5,0.286,0.2,3,2,0,"""1-3""",,,
0.26,1.0,0,0.151,0.5,3,3,-1,"""2-3""",,,
0.5,0.85,6,0.043,0.107,1,2,0,"""0-0""",,,
0.499,0.75,4,0.501,0.6,7,3,-1,"""0-1""",,,
0.08,0.4,3,0.731,1.0,0,1,1,"""1-0""",,,
0.455,0.15,6,0.211,0.75,6,3,0,"""7-0""",,,
1.0,0.7,0,0.076,0.8,4,2,0,"""2-2""",,,
0.26,0.95,5,0.343,0.3,2,3,-2,"""0-2""",,,
0.06,0.45,5,0.12,0.65,3,1,2,"""3-1""",,,
0.418,0.375,1,0.366,0.5,6,3,-3,"""3-1""",,,
0.341,0.5,0,0.236,0.8,2,3,-2,"""0-2""",,,
0.035,0.6,4,0.275,0.25,3,3,-2,"""0-2""",,,
0.455,0.45,2,1.0,0.5,3,3,-1,"""0-1""",,,
0.609,0.55,6,0.295,1.0,1,1,3,"""3-0""",,,
0.092,0.556,4,0.097,0.667,5,3,-1,"""1-2""",,,
0.304,0.167,1,0.123,0.8,2,1,1,"""2-1""",,,
0.26,0.214,4,0.366,0.7,1,2,0,"""2-2""",,,
0.123,0.393,9,0.279,0.05,7,3,1,"""3-2""",,,
0.789,0.8,7,0.402,1.0,1,3,-1,"""0-1""",,,
0.092,0.55,4,0.336,0.5,4,2,0,"""2-3""",,,
0.34,0.5,7,0.051,0.409,3,3,3,"""0-2""",,,
0.502,0.778,4,0.474,0.222,9,2,0,"""1-1""",,,
0.042,0.944,1,1.0,0.167,6,3,-3,"""0-3""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.278,0.444,6,0.044,0.417,7,1,1,"""2-1""",,,
0.962,0.65,4,1.0,0.1,9,1,1,"""1-0""",,,
0.226,0.85,1,0.409,0.8,2,3,-2,"""0-2""",,,
0.455,0.556,7,0.462,0.667,4,3,-1,"""1-3""",,,
0.525,0.417,6,0.048,0.4,6,1,-1,"""0-1""",,,
0.218,0.6,4,0.084,0.95,3,3,3,"""3-0""",,,
0.073,0.4,4,0.042,0.15,3,2,0,"""1-1""",,,
0.49,0.95,3,0.206,0.45,7,1,1,"""3-2""",,,
0.32,0.2,6,0.519,0.556,6,1,1,"""2-1""",,,
